#[Manufacturer]; [Hostname]; [Delta t]; [Date]; [Mode]; [File Version]
Thorlabs; PM5020_5E; 10 ms; 2026-07-15T05:11:36; CW; 1

#[Ch];[Name];[Serial];[Type];[Wavelength];[Range];[Attenuation];[Unit]
0; S425C-L; 1932731; Thermopile;1064 nm; manual; 0 dB; W
1; S120VC; 230131112; Photodiode;1064 nm; auto; 0 dB; W

#[ms]; [Ch: 1]; [Ch: 2]
      5210; 1.076238E+00 ; 6.653079E-05 
      5230; 1.076759E+00 ; 6.617890E-05 
      5240; 1.076979E+00 ; 6.517035E-05 
      5260; 1.077136E+00 ; 6.660903E-05 
      5270; 1.077498E+00 ; 6.731563E-05 
      5280; 1.075678E+00 ; 6.620896E-05 
      5290; 1.078738E+00 ; 6.515222E-05 
      5300; 1.078012E+00 ; 6.503562E-05 
      5310; 1.076090E+00 ; 6.666375E-05 
      5320; 1.078795E+00 ; 6.743458E-05 
      5330; 1.078244E+00 ; 6.626311E-05 
      5340; 1.077607E+00 ; 6.529876E-05 
      5350; 1.079508E+00 ; 6.526739E-05 
      5360; 1.078803E+00 ; 6.671788E-05 
      5370; 1.078661E+00 ; 6.749677E-05 
      5380; 1.079947E+00 ; 6.638822E-05 
      5390; 1.079645E+00 ; 6.538232E-05 
      5400; 1.080096E+00 ; 6.519476E-05 
      5410; 1.079716E+00 ; 6.694753E-05 
      5420; 1.080855E+00 ; 6.761163E-05 
      5430; 1.080284E+00 ; 6.650580E-05 
      5440; 1.080170E+00 ; 6.551442E-05 
      5450; 1.081747E+00 ; 6.549605E-05 
      5460; 1.080894E+00 ; 6.695696E-05 
      5470; 1.081169E+00 ; 6.756580E-05 
      5480; 1.081486E+00 ; 6.657201E-05 
      5490; 1.081066E+00 ; 6.551480E-05 
      5500; 1.081429E+00 ; 6.555551E-05 
      5510; 1.081915E+00 ; 6.717940E-05 
      5520; 1.082071E+00 ; 6.761467E-05 
      5530; 1.082408E+00 ; 6.651680E-05 
      5540; 1.082416E+00 ; 6.551759E-05 
      5550; 1.082886E+00 ; 6.570049E-05 
      5560; 1.082233E+00 ; 6.712051E-05 
      5570; 1.082728E+00 ; 6.770352E-05 
      5580; 1.082296E+00 ; 6.669634E-05 
      5590; 1.082893E+00 ; 6.562697E-05 
      5600; 1.082827E+00 ; 6.576024E-05 
      5630; 1.083143E+00 ; 6.666080E-05 
      5640; 1.083189E+00 ; 6.557805E-05 
      5650; 1.083013E+00 ; 6.588902E-05 
      5660; 1.082960E+00 ; 6.735970E-05 
      5670; 1.083548E+00 ; 6.773280E-05 
      5680; 1.082492E+00 ; 6.678471E-05 
      5690; 1.083249E+00 ; 6.556257E-05 
      5700; 1.083996E+00 ; 6.591754E-05 
      5710; 1.083516E+00 ; 6.746973E-05 
      5720; 1.083532E+00 ; 6.785326E-05 
      5730; 1.083294E+00 ; 6.684309E-05 
      5740; 1.083832E+00 ; 6.565843E-05 
      5750; 1.083157E+00 ; 6.593280E-05 
      5760; 1.083317E+00 ; 6.741910E-05 
      5770; 1.083167E+00 ; 6.791178E-05 
      5780; 1.083977E+00 ; 6.691154E-05 
      5790; 1.083441E+00 ; 6.557644E-05 
      5800; 1.083790E+00 ; 6.610899E-05 
      5810; 1.083528E+00 ; 6.755006E-05 
      5820; 1.084224E+00 ; 6.792843E-05 
      5830; 1.083652E+00 ; 6.682864E-05 
      5840; 1.083600E+00 ; 6.554240E-05 
      5850; 1.083927E+00 ; 6.620819E-05 
      5860; 1.083231E+00 ; 6.748352E-05 
      5870; 1.083891E+00 ; 6.788377E-05 
      5880; 1.083148E+00 ; 6.696078E-05 
      5890; 1.083333E+00 ; 6.565222E-05 
      5900; 1.083783E+00 ; 6.613491E-05 
      5910; 1.083140E+00 ; 6.758914E-05 
      5920; 1.083612E+00 ; 6.791777E-05 
      5930; 1.082748E+00 ; 6.686351E-05 
      5940; 1.082402E+00 ; 6.572486E-05 
      5950; 1.082591E+00 ; 6.633181E-05 
      5960; 1.082652E+00 ; 6.762102E-05 
      5970; 1.082949E+00 ; 6.797058E-05 
      5980; 1.082052E+00 ; 6.679934E-05 
      6000; 1.082556E+00 ; 6.626692E-05 
      6020; 1.083032E+00 ; 6.801492E-05 
      6030; 1.082176E+00 ; 6.688065E-05 
      6040; 1.081878E+00 ; 6.579106E-05 
      6050; 1.082387E+00 ; 6.636528E-05 
      6060; 1.081156E+00 ; 6.754584E-05 
      6070; 1.081775E+00 ; 6.793570E-05 
      6080; 1.081038E+00 ; 6.683041E-05 
      6090; 1.080661E+00 ; 6.576860E-05 
      6100; 1.080866E+00 ; 6.637449E-05 
      6110; 1.079790E+00 ; 6.765572E-05 
      6120; 1.079759E+00 ; 6.795155E-05 
      6130; 1.079496E+00 ; 6.675524E-05 
      6140; 1.079454E+00 ; 6.577756E-05 
      6150; 1.079940E+00 ; 6.645875E-05 
      6160; 1.079132E+00 ; 6.755070E-05 
      6170; 1.078971E+00 ; 6.817337E-05 
      6180; 1.078788E+00 ; 6.683476E-05 
      6190; 1.078136E+00 ; 6.569505E-05 
      6200; 1.078087E+00 ; 6.644849E-05 
      6210; 1.077771E+00 ; 6.772616E-05 
      6220; 1.078481E+00 ; 6.804711E-05 
      6230; 1.078664E+00 ; 6.665463E-05 
      6240; 1.078393E+00 ; 6.578233E-05 
      6250; 1.079123E+00 ; 6.653296E-05 
      6260; 1.079005E+00 ; 6.768983E-05 
      6270; 1.079211E+00 ; 6.803837E-05 
      6280; 1.079472E+00 ; 6.664056E-05 
      6290; 1.079267E+00 ; 6.573304E-05 
      6300; 1.079516E+00 ; 6.651475E-05 
      6310; 1.079489E+00 ; 6.783228E-05 
      6320; 1.079548E+00 ; 6.807895E-05 
      6340; 1.079980E+00 ; 6.571737E-05 
      6350; 1.080325E+00 ; 6.650011E-05 
      6360; 1.079906E+00 ; 6.769162E-05 
      6370; 1.080518E+00 ; 6.800268E-05 
      6380; 1.080186E+00 ; 6.669463E-05 
      6390; 1.080291E+00 ; 6.568144E-05 
      6400; 1.080807E+00 ; 6.656134E-05 
      6410; 1.080260E+00 ; 6.778286E-05 
      6420; 1.081584E+00 ; 6.797211E-05 
      6430; 1.080889E+00 ; 6.664719E-05 
      6440; 1.080667E+00 ; 6.574266E-05 
      6450; 1.081226E+00 ; 6.654711E-05 
      6460; 1.080926E+00 ; 6.770337E-05 
      6470; 1.080993E+00 ; 6.789282E-05 
      6480; 1.081415E+00 ; 6.671002E-05 
      6490; 1.081257E+00 ; 6.577109E-05 
      6500; 1.081898E+00 ; 6.661709E-05 
      6510; 1.081092E+00 ; 6.779016E-05 
      6520; 1.081854E+00 ; 6.778036E-05 
      6530; 1.081438E+00 ; 6.661167E-05 
      6550; 1.082012E+00 ; 6.663096E-05 
      6560; 1.081848E+00 ; 6.773717E-05 
      6570; 1.082494E+00 ; 6.799136E-05 
      6590; 1.081835E+00 ; 6.558210E-05 
      6600; 1.082871E+00 ; 6.669596E-05 
      6610; 1.081886E+00 ; 6.786225E-05 
      6620; 1.082437E+00 ; 6.775401E-05 
      6630; 1.082326E+00 ; 6.662439E-05 
      6640; 1.082297E+00 ; 6.566506E-05 
      6660; 1.081975E+00 ; 6.782559E-05 
      6670; 1.082711E+00 ; 6.782651E-05 
      6680; 1.082347E+00 ; 6.671848E-05 
      6690; 1.082463E+00 ; 6.541022E-05 
      6700; 1.082744E+00 ; 6.684142E-05 
      6710; 1.082218E+00 ; 6.786842E-05 
      6720; 1.082751E+00 ; 6.773073E-05 
      6730; 1.082543E+00 ; 6.670351E-05 
      6750; 1.082571E+00 ; 6.682835E-05 
      6760; 1.082142E+00 ; 6.786017E-05 
      6770; 1.083115E+00 ; 6.774651E-05 
      6780; 1.082343E+00 ; 6.671099E-05 
      6790; 1.082689E+00 ; 6.552221E-05 
      6800; 1.082909E+00 ; 6.691364E-05 
      6810; 1.083451E+00 ; 6.789040E-05 
      6820; 1.083374E+00 ; 6.773067E-05 
      6830; 1.082409E+00 ; 6.662760E-05 
      6840; 1.082832E+00 ; 6.554837E-05 
      6850; 1.082690E+00 ; 6.690669E-05 
      6860; 1.083329E+00 ; 6.780477E-05 
      6870; 1.083574E+00 ; 6.772550E-05 
      6880; 1.083037E+00 ; 6.664002E-05 
      6890; 1.083833E+00 ; 6.547448E-05 
      6900; 1.083997E+00 ; 6.696549E-05 
      6910; 1.083293E+00 ; 6.787062E-05 
      6920; 1.083811E+00 ; 6.767785E-05 
      6930; 1.083795E+00 ; 6.655177E-05 
      6940; 1.083264E+00 ; 6.545228E-05 
      6950; 1.083953E+00 ; 6.690838E-05 
      6960; 1.083434E+00 ; 6.788399E-05 
      6970; 1.083688E+00 ; 6.778146E-05 
      6980; 1.084178E+00 ; 6.662362E-05 
      6990; 1.084363E+00 ; 6.544180E-05 
      7000; 1.084206E+00 ; 6.695453E-05 
      7010; 1.084216E+00 ; 6.789337E-05 
      7020; 1.084697E+00 ; 6.763300E-05 
      7030; 1.084766E+00 ; 6.651193E-05 
      7050; 1.084526E+00 ; 6.698053E-05 
      7060; 1.083861E+00 ; 6.780757E-05 
      7070; 1.084665E+00 ; 6.773559E-05 
      7080; 1.083673E+00 ; 6.650516E-05 
      7090; 1.083669E+00 ; 6.549196E-05 
      7100; 1.084850E+00 ; 6.708634E-05 
      7110; 1.083937E+00 ; 6.790851E-05 
      7130; 1.082838E+00 ; 6.642655E-05 
      7140; 1.083737E+00 ; 6.557113E-05 
      7150; 1.084313E+00 ; 6.692678E-05 
      7160; 1.082639E+00 ; 6.786589E-05 
      7170; 1.083945E+00 ; 6.773919E-05 
      7180; 1.083405E+00 ; 6.641999E-05 
      7190; 1.083619E+00 ; 6.548208E-05 
      7200; 1.083001E+00 ; 6.705972E-05 
      7210; 1.083065E+00 ; 6.801781E-05 
      7220; 1.083402E+00 ; 6.759379E-05 
      7230; 1.083009E+00 ; 6.634240E-05 
      7240; 1.082424E+00 ; 6.558128E-05 
      7250; 1.083129E+00 ; 6.712776E-05 
      7260; 1.082788E+00 ; 6.796348E-05 
      7270; 1.083083E+00 ; 6.761611E-05 
      7280; 1.082560E+00 ; 6.638237E-05 
      7290; 1.082494E+00 ; 6.556029E-05 
      7300; 1.082429E+00 ; 6.724093E-05 
      7310; 1.082686E+00 ; 6.797718E-05 
      7320; 1.081898E+00 ; 6.757332E-05 
      7330; 1.082055E+00 ; 6.628952E-05 
      7340; 1.081345E+00 ; 6.565428E-05 
      7350; 1.081998E+00 ; 6.697882E-05 
      7360; 1.081365E+00 ; 6.788287E-05 
      7370; 1.081940E+00 ; 6.761816E-05 
      7380; 1.081501E+00 ; 6.637016E-05 
      7400; 1.082416E+00 ; 6.709694E-05 
      7410; 1.081275E+00 ; 6.797040E-05 
      7420; 1.082121E+00 ; 6.758903E-05 
      7430; 1.081364E+00 ; 6.632906E-05 
      7440; 1.081412E+00 ; 6.564731E-05 
      7450; 1.081665E+00 ; 6.704222E-05 
      7460; 1.080821E+00 ; 6.795015E-05 
      7470; 1.081317E+00 ; 6.760803E-05 
      7480; 1.080476E+00 ; 6.628199E-05 
      7490; 1.081568E+00 ; 6.556412E-05 
      7500; 1.081466E+00 ; 6.710357E-05 
      7510; 1.081052E+00 ; 6.799468E-05 
      7520; 1.081554E+00 ; 6.753081E-05 
      7530; 1.081443E+00 ; 6.636833E-05 
      7540; 1.080994E+00 ; 6.559960E-05 
      7550; 1.081587E+00 ; 6.708523E-05 
      7560; 1.081362E+00 ; 6.804845E-05 
      7570; 1.082277E+00 ; 6.745946E-05 
      7580; 1.081568E+00 ; 6.625360E-05 
      7590; 1.081756E+00 ; 6.556108E-05 
      7600; 1.082930E+00 ; 6.719124E-05 
      7610; 1.081861E+00 ; 6.808792E-05 
      7620; 1.082785E+00 ; 6.744661E-05 
      7630; 1.082493E+00 ; 6.633285E-05 
      7640; 1.082856E+00 ; 6.563887E-05 
      7650; 1.083229E+00 ; 6.717029E-05 
      7660; 1.082570E+00 ; 6.805507E-05 
      7670; 1.083099E+00 ; 6.741468E-05 
      7680; 1.082815E+00 ; 6.635390E-05 
      7690; 1.083133E+00 ; 6.553482E-05 
      7700; 1.082881E+00 ; 6.725387E-05 
      7710; 1.082005E+00 ; 6.806785E-05 
      7720; 1.082197E+00 ; 6.737364E-05 
      7730; 1.081150E+00 ; 6.641259E-05 
      7740; 1.081707E+00 ; 6.559724E-05 
      7750; 1.081385E+00 ; 6.724351E-05 
      7760; 1.079886E+00 ; 6.799604E-05 
      7770; 1.080811E+00 ; 6.733206E-05 
      7780; 1.080417E+00 ; 6.638523E-05 
      7800; 1.078978E+00 ; 6.726844E-05 
      7810; 1.078162E+00 ; 6.818638E-05 
      7820; 1.078809E+00 ; 6.728046E-05 
      7830; 1.078188E+00 ; 6.629153E-05 
      7840; 1.078487E+00 ; 6.563754E-05 
      7850; 1.078569E+00 ; 6.728131E-05 
      7860; 1.077959E+00 ; 6.810103E-05 
      7870; 1.077859E+00 ; 6.735468E-05 
      7880; 1.078001E+00 ; 6.626388E-05 
      7890; 1.077491E+00 ; 6.559218E-05 
      7900; 1.077839E+00 ; 6.739213E-05 
      7910; 1.078009E+00 ; 6.806693E-05 
      7920; 1.078342E+00 ; 6.713915E-05 
      7940; 1.077221E+00 ; 6.572075E-05 
      7950; 1.078646E+00 ; 6.736738E-05 
      7960; 1.077759E+00 ; 6.806269E-05 
      7970; 1.078744E+00 ; 6.731912E-05 
      7980; 1.078670E+00 ; 6.625710E-05 
      7990; 1.078159E+00 ; 6.561272E-05 
      8000; 1.079311E+00 ; 6.747002E-05 
      8020; 1.079496E+00 ; 6.714602E-05 
      8030; 1.079277E+00 ; 6.617141E-05 
      8040; 1.079799E+00 ; 6.566702E-05 
      8050; 1.079740E+00 ; 6.740202E-05 
      8060; 1.078862E+00 ; 6.803497E-05 
      8070; 1.079226E+00 ; 6.732836E-05 
      8080; 1.079100E+00 ; 6.607956E-05 
      8090; 1.079651E+00 ; 6.567626E-05 
      8100; 1.079411E+00 ; 6.744669E-05 
      8110; 1.078382E+00 ; 6.808525E-05 
      8120; 1.079012E+00 ; 6.730458E-05 
      8130; 1.078718E+00 ; 6.615867E-05 
      8140; 1.078676E+00 ; 6.577578E-05 
      8150; 1.079158E+00 ; 6.734802E-05 
      8160; 1.078133E+00 ; 6.807308E-05 
      8170; 1.078817E+00 ; 6.737011E-05 
      8180; 1.077861E+00 ; 6.597178E-05 
      8190; 1.078236E+00 ; 6.577359E-05 
      8210; 1.077827E+00 ; 6.801695E-05 
      8220; 1.078186E+00 ; 6.726638E-05 
      8230; 1.078027E+00 ; 6.611928E-05 
      8240; 1.077803E+00 ; 6.580284E-05 
      8250; 1.078394E+00 ; 6.733584E-05 
      8270; 1.078692E+00 ; 6.734336E-05 
      8280; 1.078801E+00 ; 6.593683E-05 
      8290; 1.078429E+00 ; 6.583865E-05 
      8300; 1.078837E+00 ; 6.755802E-05 
      8310; 1.078317E+00 ; 6.796917E-05 
      8320; 1.079610E+00 ; 6.719837E-05 
      8330; 1.079692E+00 ; 6.602002E-05 
      8340; 1.078236E+00 ; 6.592522E-05 
      8350; 1.079188E+00 ; 6.745496E-05 
      8360; 1.079086E+00 ; 6.808482E-05 
      8380; 1.078643E+00 ; 6.587814E-05 
      8390; 1.079103E+00 ; 6.583581E-05 
      8410; 1.078647E+00 ; 6.801024E-05 
      8420; 1.078519E+00 ; 6.719370E-05 
      8430; 1.078733E+00 ; 6.598666E-05 
      8440; 1.077631E+00 ; 6.599255E-05 
      8450; 1.078697E+00 ; 6.743602E-05 
      8460; 1.077675E+00 ; 6.803436E-05 
      8470; 1.078344E+00 ; 6.719434E-05 
      8490; 1.078188E+00 ; 6.584453E-05 
      8500; 1.078437E+00 ; 6.754629E-05 
      8510; 1.077098E+00 ; 6.811223E-05 
      8520; 1.077123E+00 ; 6.698995E-05 
      8530; 1.078371E+00 ; 6.605624E-05 
      8540; 1.077130E+00 ; 6.595244E-05 
      8550; 1.077051E+00 ; 6.750118E-05 
      8560; 1.078633E+00 ; 6.808646E-05 
      8570; 1.077867E+00 ; 6.711689E-05 
      8580; 1.077507E+00 ; 6.602841E-05 
      8590; 1.078712E+00 ; 6.592090E-05 
      8610; 1.077385E+00 ; 6.814612E-05 
      8630; 1.078942E+00 ; 6.601812E-05 
      8640; 1.078269E+00 ; 6.592827E-05 
      8650; 1.080465E+00 ; 6.748351E-05 
      8660; 1.079216E+00 ; 6.818995E-05 
      8670; 1.079219E+00 ; 6.709718E-05 
      8680; 1.080653E+00 ; 6.596409E-05 
      8690; 1.079883E+00 ; 6.596749E-05 
      8700; 1.078982E+00 ; 6.755210E-05 
      8730; 1.078301E+00 ; 6.607115E-05 
      8740; 1.080135E+00 ; 6.593282E-05 
      8750; 1.079711E+00 ; 6.752134E-05 
      8760; 1.078778E+00 ; 6.814353E-05 
      8770; 1.081274E+00 ; 6.693482E-05 
      8780; 1.080344E+00 ; 6.599435E-05 
      8800; 1.081165E+00 ; 6.753950E-05 
      8810; 1.080461E+00 ; 6.806865E-05 
      8820; 1.080566E+00 ; 6.683200E-05 
      8830; 1.080548E+00 ; 6.602405E-05 
      8840; 1.079996E+00 ; 6.606503E-05 
      8860; 1.079954E+00 ; 6.807295E-05 
      8870; 1.080390E+00 ; 6.695722E-05 
      8880; 1.080875E+00 ; 6.591628E-05 
      8890; 1.079854E+00 ; 6.612474E-05 
      8900; 1.080137E+00 ; 6.770833E-05 
      8920; 1.080330E+00 ; 6.693808E-05 
      8930; 1.080244E+00 ; 6.588193E-05 
      8940; 1.080528E+00 ; 6.620944E-05 
      8950; 1.080631E+00 ; 6.761138E-05 
      8960; 1.080047E+00 ; 6.802725E-05 
      8970; 1.080202E+00 ; 6.693887E-05 
      8980; 1.080890E+00 ; 6.572533E-05 
      8990; 1.080826E+00 ; 6.620126E-05 
      9000; 1.080888E+00 ; 6.779671E-05 
      9010; 1.080775E+00 ; 6.806286E-05 
      9020; 1.081381E+00 ; 6.691967E-05 
      9030; 1.081239E+00 ; 6.578601E-05 
      9040; 1.081269E+00 ; 6.618389E-05 
      9050; 1.081241E+00 ; 6.757322E-05 
      9060; 1.081367E+00 ; 6.799755E-05 
      9070; 1.080714E+00 ; 6.704928E-05 
      9080; 1.081498E+00 ; 6.576270E-05 
      9090; 1.081181E+00 ; 6.622312E-05 
      9100; 1.081197E+00 ; 6.772954E-05 
      9110; 1.081157E+00 ; 6.803191E-05 
      9120; 1.080372E+00 ; 6.690632E-05 
      9130; 1.080277E+00 ; 6.579786E-05 
      9140; 1.079877E+00 ; 6.636086E-05 
      9150; 1.079704E+00 ; 6.771275E-05 
      9160; 1.079394E+00 ; 6.800914E-05 
      9170; 1.079404E+00 ; 6.700701E-05 
      9190; 1.079045E+00 ; 6.643098E-05 
      9200; 1.079782E+00 ; 6.766206E-05 
      9210; 1.079167E+00 ; 6.789184E-05 
      9220; 1.079478E+00 ; 6.688885E-05 
      9230; 1.079090E+00 ; 6.572214E-05 
      9240; 1.078847E+00 ; 6.638357E-05 
      9250; 1.079651E+00 ; 6.766777E-05 
      9260; 1.079169E+00 ; 6.792725E-05 
      9270; 1.079454E+00 ; 6.691940E-05 
      9280; 1.079653E+00 ; 6.571627E-05 
      9290; 1.079222E+00 ; 6.646675E-05 
      9310; 1.079724E+00 ; 6.782517E-05 
      9320; 1.079999E+00 ; 6.683749E-05 
      9330; 1.080258E+00 ; 6.586164E-05 
      9340; 1.080105E+00 ; 6.657185E-05 
      9350; 1.080868E+00 ; 6.767684E-05 
      9360; 1.080100E+00 ; 6.797213E-05 
      9370; 1.081093E+00 ; 6.675221E-05 
      9380; 1.081293E+00 ; 6.572386E-05 
      9390; 1.080472E+00 ; 6.654805E-05 
      9410; 1.080258E+00 ; 6.794721E-05 
      9420; 1.080810E+00 ; 6.680313E-05 
      9430; 1.080262E+00 ; 6.569074E-05 
      9440; 1.079636E+00 ; 6.653539E-05 
      9450; 1.079402E+00 ; 6.772218E-05 
      9460; 1.079077E+00 ; 6.806212E-05 
      9470; 1.078757E+00 ; 6.678190E-05 
      9480; 1.078425E+00 ; 6.568374E-05 
      9490; 1.078649E+00 ; 6.653069E-05 
      9500; 1.078997E+00 ; 6.783054E-05 
      9510; 1.078542E+00 ; 6.793350E-05 
      9520; 1.078739E+00 ; 6.664167E-05 
      9530; 1.078447E+00 ; 6.572730E-05 
      9540; 1.078747E+00 ; 6.664338E-05 
      9550; 1.078725E+00 ; 6.777523E-05 
      9560; 1.078619E+00 ; 6.802489E-05 
      9570; 1.078826E+00 ; 6.667632E-05 
      9580; 1.078307E+00 ; 6.566358E-05 
      9590; 1.078910E+00 ; 6.660159E-05 
      9600; 1.078292E+00 ; 6.783909E-05 
      9610; 1.078142E+00 ; 6.791821E-05 
      9620; 1.078804E+00 ; 6.664567E-05 
      9630; 1.079323E+00 ; 6.581029E-05 
      9640; 1.078997E+00 ; 6.667501E-05 
      9650; 1.079159E+00 ; 6.766456E-05 
      9660; 1.079298E+00 ; 6.798690E-05 
      9670; 1.079221E+00 ; 6.666599E-05 
      9690; 1.078143E+00 ; 6.687808E-05 
      9700; 1.077802E+00 ; 6.776878E-05 
      9710; 1.077561E+00 ; 6.777464E-05 
      9720; 1.077063E+00 ; 6.661795E-05 
      9730; 1.076505E+00 ; 6.567716E-05 
      9740; 1.076190E+00 ; 6.672808E-05 
      9750; 1.076210E+00 ; 6.783858E-05 
      9760; 1.076651E+00 ; 6.790259E-05 
      9770; 1.075980E+00 ; 6.664764E-05 
      9780; 1.075296E+00 ; 6.553264E-05 
      9790; 1.076964E+00 ; 6.673954E-05 
      9800; 1.075148E+00 ; 6.791505E-05 
      9810; 1.076337E+00 ; 6.768997E-05 
      9820; 1.076358E+00 ; 6.665188E-05 
      9830; 1.075532E+00 ; 6.563611E-05 
      9840; 1.076775E+00 ; 6.690842E-05 
      9850; 1.076551E+00 ; 6.798140E-05 
      9860; 1.075625E+00 ; 6.771665E-05 
      9870; 1.077291E+00 ; 6.651859E-05 
      9880; 1.076529E+00 ; 6.553590E-05 
      9890; 1.075166E+00 ; 6.696049E-05 
      9900; 1.077047E+00 ; 6.805921E-05 
      9910; 1.076308E+00 ; 6.758143E-05 
      9920; 1.075641E+00 ; 6.653875E-05 
      9930; 1.076862E+00 ; 6.550765E-05 
      9940; 1.075660E+00 ; 6.696023E-05 
      9950; 1.075661E+00 ; 6.794888E-05 
      9960; 1.075702E+00 ; 6.776101E-05 
      9970; 1.074882E+00 ; 6.661618E-05 
      9980; 1.074346E+00 ; 6.551073E-05 
      9990; 1.075319E+00 ; 6.704506E-05 
     10000; 1.074856E+00 ; 6.794361E-05 
     10010; 1.074226E+00 ; 6.747661E-05 
     10020; 1.076360E+00 ; 6.656250E-05 
     10030; 1.074262E+00 ; 6.550960E-05 
     10040; 1.075943E+00 ; 6.707926E-05 
     10050; 1.075824E+00 ; 6.791353E-05 
     10060; 1.074476E+00 ; 6.759538E-05 
     10070; 1.076700E+00 ; 6.649231E-05 
     10080; 1.076368E+00 ; 6.541996E-05 
     10090; 1.075045E+00 ; 6.706770E-05 
     10100; 1.077171E+00 ; 6.801137E-05 
     10110; 1.076922E+00 ; 6.761042E-05 
     10120; 1.075919E+00 ; 6.655199E-05 
     10130; 1.078026E+00 ; 6.564875E-05 
     10140; 1.076277E+00 ; 6.696236E-05 
     10150; 1.076823E+00 ; 6.788955E-05 
     10160; 1.077760E+00 ; 6.762234E-05 
     10170; 1.077006E+00 ; 6.635962E-05 
     10190; 1.078225E+00 ; 6.717259E-05 
     10200; 1.077973E+00 ; 6.794926E-05 
     10210; 1.077113E+00 ; 6.759722E-05 
     10220; 1.078938E+00 ; 6.639246E-05 
     10230; 1.078055E+00 ; 6.556295E-05 
     10240; 1.075938E+00 ; 6.707041E-05 
     10250; 1.078452E+00 ; 6.798314E-05 
     10260; 1.076367E+00 ; 6.769081E-05 
     10270; 1.075419E+00 ; 6.629910E-05 
     10280; 1.075953E+00 ; 6.559317E-05 
     10290; 1.074126E+00 ; 6.713866E-05 
     10300; 1.075573E+00 ; 6.793265E-05 
     10310; 1.074464E+00 ; 6.749787E-05 
     10320; 1.073741E+00 ; 6.628658E-05 
     10330; 1.075511E+00 ; 6.574173E-05 
     10340; 1.073474E+00 ; 6.716851E-05 
     10350; 1.076051E+00 ; 6.791230E-05 
     10360; 1.073854E+00 ; 6.755094E-05 
     10370; 1.075261E+00 ; 6.613476E-05 
     10380; 1.073789E+00 ; 6.561421E-05 
     10390; 1.074429E+00 ; 6.724266E-05 
     10410; 1.073796E+00 ; 6.741600E-05 
     10420; 1.074956E+00 ; 6.625801E-05 
     10430; 1.074166E+00 ; 6.556689E-05 
     10440; 1.074090E+00 ; 6.706947E-05 
     10450; 1.073684E+00 ; 6.801339E-05 
     10460; 1.074622E+00 ; 6.752773E-05 
     10470; 1.073736E+00 ; 6.618352E-05 
     10480; 1.072842E+00 ; 6.559854E-05 
     10490; 1.074203E+00 ; 6.724695E-05 
     10500; 1.072429E+00 ; 6.790564E-05 
     10510; 1.073861E+00 ; 6.737011E-05 
     10520; 1.073279E+00 ; 6.627005E-05 
     10530; 1.072073E+00 ; 6.560046E-05 
     10540; 1.074090E+00 ; 6.720285E-05 
     10550; 1.072659E+00 ; 6.805855E-05 
     10560; 1.073651E+00 ; 6.738134E-05 
     10570; 1.072427E+00 ; 6.617653E-05 
     10580; 1.074612E+00 ; 6.562626E-05 
     10590; 1.073563E+00 ; 6.728640E-05 
     10600; 1.076361E+00 ; 6.821194E-05 
     10610; 1.073972E+00 ; 6.721841E-05 
     10620; 1.076227E+00 ; 6.623213E-05 
     10640; 1.076036E+00 ; 6.726465E-05 
     10650; 1.075643E+00 ; 6.817050E-05 
     10660; 1.076982E+00 ; 6.733304E-05 
     10680; 1.077742E+00 ; 6.564803E-05 
     10700; 1.076307E+00 ; 6.816621E-05 
     10710; 1.077105E+00 ; 6.723550E-05 
     10720; 1.076938E+00 ; 6.623920E-05 
     10730; 1.076295E+00 ; 6.561353E-05 
     10740; 1.077014E+00 ; 6.733491E-05 
     10750; 1.077419E+00 ; 6.824103E-05 
     10760; 1.076395E+00 ; 6.715346E-05 
     10770; 1.077736E+00 ; 6.611158E-05 
     10780; 1.076354E+00 ; 6.565465E-05 
     10790; 1.075010E+00 ; 6.741611E-05 
     10800; 1.076962E+00 ; 6.802066E-05 
     10810; 1.075643E+00 ; 6.718401E-05 
     10820; 1.074297E+00 ; 6.616006E-05 
     10830; 1.076295E+00 ; 6.575143E-05 
     10840; 1.074056E+00 ; 6.728886E-05 
     10850; 1.076150E+00 ; 6.813103E-05 
     10860; 1.074244E+00 ; 6.727076E-05 
     10870; 1.076349E+00 ; 6.610839E-05 
     10880; 1.075168E+00 ; 6.574972E-05 
     10890; 1.073850E+00 ; 6.745718E-05 
     10900; 1.076032E+00 ; 6.794439E-05 
     10910; 1.074067E+00 ; 6.714746E-05 
     10920; 1.076223E+00 ; 6.610971E-05 
     10930; 1.075601E+00 ; 6.584758E-05 
     10940; 1.074145E+00 ; 6.742946E-05 
     10950; 1.076471E+00 ; 6.805437E-05 
     10960; 1.076030E+00 ; 6.726858E-05 
     10970; 1.074945E+00 ; 6.607176E-05 
     10980; 1.077556E+00 ; 6.588664E-05 
     10990; 1.076402E+00 ; 6.763575E-05 
     11000; 1.076066E+00 ; 6.815114E-05 
     11010; 1.077071E+00 ; 6.743983E-05 
     11020; 1.077208E+00 ; 6.630733E-05 
     11030; 1.076252E+00 ; 6.609987E-05 
     11040; 1.077539E+00 ; 6.778086E-05 
     11050; 1.077392E+00 ; 6.847240E-05 
     11060; 1.076354E+00 ; 6.765295E-05 
     11070; 1.078506E+00 ; 6.642142E-05 
     11080; 1.077823E+00 ; 6.640145E-05 
     11090; 1.077081E+00 ; 6.808111E-05 
